week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2016-11-13,25,906204.8,88.76,1605,8,2016,November,0,0
2019-11-10,24,1461216,196.19,918,8,2019,November,0,0
2017-06-11,3,800524.4,109.63,1168,7,2017,June,0,1
2010-10-31,23,1259380,106.5,1677,8,2010,October,0,0
2017-08-20,13,672823,102.02,1026,8,2017,August,0,0
2011-01-23,35,480577,98.97,804,8,2011,January,0,0
2018-06-03,1,881039.2,142.17,774,4,2018,June,0,1
2015-10-04,19,662128,80.99,1432,8,2015,October,0,0
2018-01-07,33,971851.6,82.94,1610,8,2018,January,0,0
2016-05-22,52,565106.5,81.14,1031,8,2016,May,0,0
2018-11-04,23,185775.5,62.85,963,8,2018,November,0,0
2015-01-04,32,953165,106.08,1349,8,2015,January,1,0
2010-10-31,23,1011799,107.64,1228,8,2010,October,0,0
2012-08-05,10,610712,80.88,1080,8,2012,August,0,0
2013-11-24,26,271373,63.12,740,8,2013,November,1,0
2013-10-13,20,1844539,210.76,1066,8,2013,October,0,0
2013-11-17,25,670758,86.65,1185,8,2013,November,0,0
2019-07-28,9,1344592.5,180.6,918,8,2019,July,0,0
2013-10-27,22,869462,102.68,1228,8,2013,October,0,0
2014-06-22,4,855987,101.78,1073,8,2014,June,1,1
2012-06-24,4,524782,80.02,1080,8,2012,June,1,1
2019-02-24,39,826631,104.97,1168,8,2019,February,0,0
2013-06-16,3,1474349,128.25,1424,8,2013,June,0,1
2012-06-24,4,681039,75.05,1755,8,2012,June,1,1
2016-05-08,50,2007738,148.84,1696,8,2016,May,0,0
2016-11-13,25,674603.5,77.01,1463,8,2016,November,0,0
2011-09-04,14,1503442,106.72,1930,8,2011,September,0,0
2017-09-03,15,1493121.5,110.2,1727,8,2017,September,1,0
2012-06-10,2,267428,64.88,650,8,2012,June,0,1
2015-04-19,47,529723,73.73,1384,8,2015,April,0,0
2011-03-27,44,321398,78.29,740,8,2011,March,0,0
2019-11-17,25,524606.5,100.29,998,8,2019,November,0,0
2014-10-19,21,678393,83.6,1166,8,2014,October,0,0
2017-12-24,31,556343.54,93.44,1080,7,2017,December,1,0
2011-11-06,23,629973,72.41,1470,8,2011,November,0,0
2018-05-13,51,1125077.8,107.94,1470,8,2018,May,0,0
2017-10-15,21,1336265.1,156.84,1046,8,2017,October,0,0
2012-05-20,51,295815,64.72,650,8,2012,May,0,0
2019-10-20,21,1104331.5,94.15,1493,8,2019,October,0,0
2016-07-10,7,1758107,132.6,1807,8,2016,July,0,0
2019-07-07,6,659700.25,93.8,960,8,2019,July,0,0
2011-05-01,49,996880,88.79,1424,8,2011,May,0,0
2019-03-17,42,3196394,297.12,1321,8,2019,March,0,0
2016-05-15,51,808836.55,83.52,1707,8,2016,May,0,0
2015-07-19,8,1225400,116.74,1634,8,2015,July,0,0
2013-09-01,14,1335417,115.72,1432,8,2013,September,0,0
2018-02-18,39,1256141,145.15,1066,8,2018,February,0,0
2018-12-02,27,943849.75,91.81,1738,8,2018,December,1,0
2019-04-07,45,651002.7,96.49,1045,8,2019,April,0,0
2019-05-05,49,1001871.15,116.46,1047,8,2019,May,0,0
2010-11-28,27,519409,94.23,1057,8,2010,November,1,0
2017-11-19,26,1007910,127.44,1045,8,2017,November,1,0
2014-06-22,4,1394435,126.28,1424,8,2014,June,1,1
2019-07-21,8,783030,97.2,1380,8,2019,July,0,0
2010-06-27,5,226168,52.11,740,8,2010,June,1,1
2016-06-05,2,413283.8,72.76,1014,8,2016,June,0,1
2016-06-12,3,688641,72.62,1504,8,2016,June,0,1
2011-12-11,28,717738,85.97,1498,8,2011,December,0,0
2019-08-18,12,2313779,173.08,1696,8,2019,August,0,0
2017-08-06,11,690941.13,90.28,1044,8,2017,August,0,0
2012-07-15,7,575956,72.19,1505,8,2012,July,0,0
2019-11-17,25,255063.58,63.17,1073,8,2019,November,0,0
2019-08-11,11,641807.5,90.45,1168,8,2019,August,0,0
2013-09-08,15,894516,79.34,1605,8,2013,September,1,0
2017-08-06,11,2177900.62,185.75,1446,8,2017,August,0,0
2018-01-28,36,832473.2,75.32,1605,8,2018,January,0,0
2016-12-18,30,859143.9,117.21,1045,8,2016,December,0,0
2017-09-03,15,565516.5,69.13,1168,8,2017,September,1,0
2013-02-17,38,492289,109.81,583,8,2013,February,0,0
2012-07-08,6,572439,80.66,1080,8,2012,July,0,0
2015-04-12,46,1517969,173.56,1066,8,2015,April,0,0
2012-09-23,17,294536,56.61,1038,8,2012,September,0,0
2010-05-09,50,574240,70.55,1470,8,2010,May,0,0
2012-04-15,46,276015,79.68,761,8,2012,April,0,0
2012-07-08,6,636961,96.16,1063,8,2012,July,0,0
2019-01-27,35,1308107.8,100.6,1684,8,2019,January,0,0
2019-11-24,26,363599.8,83.78,1016,7,2019,November,1,0
2013-01-27,35,1515827,114.22,1677,8,2013,January,0,0
2013-09-01,14,804982,94.45,1228,8,2013,September,0,0
2010-11-07,24,844225,96.46,1519,8,2010,November,0,0
2017-04-23,48,210277,57.03,761,8,2017,April,0,0
2010-01-03,32,1323699,94.91,1797,8,2010,January,1,0
2017-02-19,39,1807973,127.39,1807,8,2017,February,0,0
2012-05-20,51,1377399,109.25,1930,8,2012,May,0,0
2011-12-18,29,533865,87.22,1065,8,2011,December,0,0
2015-06-14,3,559983,66.98,1874,8,2015,June,0,1
2019-02-03,36,650580.71,71.06,1738,8,2019,February,0,0
2017-06-04,2,1137712,133.36,1046,8,2017,June,0,1
2015-01-04,32,1091460,117.81,1228,8,2015,January,1,0
2017-01-29,36,381606.2,74.96,650,8,2017,January,0,0
2017-08-20,13,578754.17,81.16,1475,8,2017,August,0,0
2015-01-11,33,805093,129.37,893,7,2015,January,0,0
2017-08-13,12,1026152.2,116.58,1143,8,2017,August,0,0
2015-06-07,2,669145,91.49,1077,8,2015,June,0,1
2019-02-10,37,825294.6,101.9,1168,8,2019,February,0,0
2011-11-20,25,1535489,115.31,1809,8,2011,November,0,0
2012-02-19,38,926111,113.75,1069,8,2012,February,0,0
2012-10-21,21,322346,77.56,782,7,2012,October,0,0
2014-05-11,50,742072,77.82,1751,8,2014,May,0,0
2014-11-09,24,1375174,160.95,1069,8,2014,November,0,0
2015-11-29,27,490878,91.92,1057,8,2015,November,1,0
2013-11-24,26,1560773,120.56,1700,8,2013,November,1,0
2017-01-01,32,1331954.3,142.23,1045,9,2017,January,1,0
2010-04-25,48,1079432,112.38,1228,8,2010,April,0,0
2012-02-26,39,607881,73.42,1755,8,2012,February,0,0
2013-06-23,4,634205,137.3,1182,4,2013,June,1,1
2014-07-13,7,862862,101.66,1073,8,2014,July,0,0
2016-06-26,5,922958.5,117.31,1026,8,2016,June,1,1
2018-05-27,53,628532.33,89.47,1044,8,2018,May,0,0
2013-01-06,32,1112848,117.03,1228,8,2013,January,1,0
2010-10-24,22,1122640,99.45,1421,8,2010,October,0,0
2010-06-20,4,772589,81.08,1498,8,2010,June,1,1
2019-10-06,19,688901.25,112.64,1036,8,2019,October,0,0
2010-11-14,25,509903,88.28,931,8,2010,November,0,0
2016-10-30,23,826258.7,111.4,1045,8,2016,October,0,0
2017-07-16,8,389687.5,62.76,1073,8,2017,July,0,0
2011-08-28,13,1031290,121.54,1809,5,2011,August,0,0
2015-06-21,4,558807,61.29,1874,8,2015,June,1,1
2010-11-07,24,1547866,108.72,1809,8,2010,November,0,0
2019-11-24,26,1607079,134.92,1478,8,2019,November,1,0
2014-03-23,43,541652,78,1080,8,2014,March,0,0
2019-08-11,11,1217469.35,152.37,984,8,2019,August,0,0
2014-03-16,42,423934,83.47,650,8,2014,March,0,0
2019-07-28,9,1235847.54,154.58,984,8,2019,July,0,0
2010-01-31,36,526784,73.68,1030,8,2010,January,0,0
2014-12-21,30,322733,52.71,1061,8,2014,December,0,0
2016-10-16,21,1025848.8,124.18,1026,8,2016,October,0,0
2013-12-01,27,1070681,134.27,990,8,2013,December,1,0
2010-10-31,23,784309,86.36,1498,8,2010,October,0,0
2010-08-22,13,634335,74.96,1344,8,2010,August,0,0
2016-12-18,30,717771.6,79.73,1545,8,2016,December,0,0
2013-08-25,13,1003459,128.01,990,8,2013,August,0,0
2010-08-01,10,1162007,88.02,1747,8,2010,August,0,0
2017-07-16,8,1392657,121.73,1424,8,2017,July,0,0
2014-09-28,18,817139,105.17,1228,8,2014,September,0,0
2018-06-10,2,947757.3,117.38,1045,8,2018,June,0,1
2011-08-07,10,369876,52.61,1737,8,2011,August,0,0
2017-07-16,8,1336479,136.99,1066,9,2017,July,0,0
2017-02-26,40,1092309.7,99.9,1523,8,2017,February,0,0
2017-11-26,27,255478.23,63.58,734,8,2017,November,1,0
2011-08-07,10,768522,69.92,1755,8,2011,August,0,0
2015-08-09,11,1055303,91.61,1667,8,2015,August,0,0
2019-10-06,19,303287.5,60.93,1016,7,2019,October,0,0
2013-10-06,19,1543608,115.82,1809,8,2013,October,0,0
2018-05-06,50,684451.5,84.41,1424,8,2018,May,0,0
2010-12-19,30,278911,57.41,1002,8,2010,December,0,0
2013-10-27,22,904108,117.45,990,8,2013,October,0,0
2010-12-05,28,1175130,121.98,1424,8,2010,December,0,0
2010-06-20,4,1237426,91.06,1747,8,2010,June,1,1
2015-08-23,13,1751974,125.93,1867,8,2015,August,0,0
2017-05-07,50,692653,94,1047,8,2017,May,0,0
2012-12-30,31,2716990,160.33,1930,9,2012,December,1,0
2011-01-30,36,770143,85.13,1519,8,2011,January,0,0
2011-08-07,10,816225,74.03,1519,8,2011,August,0,0
2014-06-15,3,770524,84.98,1185,8,2014,June,0,1
2011-07-31,9,1223818,106.77,1424,8,2011,July,0,0
2017-08-27,14,2053299,153.12,1696,8,2017,August,0,0
2017-07-23,9,216869.9,55.78,734,8,2017,July,0,0
2010-10-17,21,444807,74.11,1079,8,2010,October,0,0
2018-12-16,29,239418.5,75.53,585,8,2018,December,0,0
2015-05-31,1,160888,46.19,627,8,2015,May,0,0
2010-08-22,13,1632627,121.61,1677,8,2010,August,0,0
2011-06-19,3,920370,73.98,1797,8,2011,June,0,1
2017-11-05,24,1005475.78,87.63,1605,8,2017,November,0,0
2015-01-25,35,562850,113.91,802,8,2015,January,0,0
2014-01-05,32,1948385,222.62,1066,8,2014,January,1,0
2011-06-19,3,828341,100.19,1026,8,2011,June,0,1
2012-12-16,29,1069427,127.94,1058,8,2012,December,0,0
2010-05-02,49,758163,87.47,1611,8,2010,May,0,0
2018-01-21,35,726004.16,96.54,1044,8,2018,January,0,0
2017-01-08,33,661019,102.72,932,7,2017,January,0,0
2014-10-19,21,319810,73.12,1068,8,2014,October,0,0
2010-12-26,31,143850,39.52,1043,8,2010,December,1,0
2010-05-23,52,889750,70.44,1797,8,2010,May,0,0
2017-06-18,4,642593.7,86.1,1033,8,2017,June,1,1
2010-12-19,30,676048,81.79,1448,8,2010,December,0,0
2018-12-09,28,259721.5,58.38,1073,8,2018,December,0,0
2011-08-28,13,625160,116.96,1069,5,2011,August,0,0
2019-05-12,50,408551,93.66,637,8,2019,May,0,0
2014-02-02,36,1641717,188.18,1066,8,2014,February,0,0
2015-05-31,1,1670922,120.82,1807,8,2015,May,0,0
2013-03-03,40,1007796,82.76,1930,8,2013,March,0,0
2015-10-25,22,1901907,140.17,1696,8,2015,October,0,0
2014-01-12,33,449047,65.32,1047,8,2014,January,0,0
2019-11-24,26,346426.2,86.09,651,8,2019,November,1,0
2018-09-23,17,1166042,144.56,1069,8,2018,September,0,0
2014-08-24,13,886074,95.75,1409,8,2014,August,0,0
2013-05-26,52,1105554,96.5,1432,8,2013,May,0,0
2011-11-06,23,878344,93.05,1424,8,2011,November,0,0
2013-06-02,1,551330,82.09,1080,8,2013,June,0,1
2017-11-19,26,1010161,121.53,1039,8,2017,November,1,0
2016-04-03,45,895565,82.62,1679,8,2016,April,0,0
2014-02-02,36,568494,74.04,1185,8,2014,February,0,0
2018-06-17,3,943079.76,88,1446,8,2018,June,0,1
2011-02-13,38,1282552,104.84,1677,8,2011,February,0,0
2012-01-01,31,1579428,121.18,1605,8,2012,January,1,0
2013-12-01,27,1522003,134.68,1507,8,2013,December,1,0
2017-06-11,3,366882,71.48,854,8,2017,June,0,1
2011-09-25,17,364622,82.57,583,8,2011,September,0,0
2012-07-15,7,517681,81.37,1050,8,2012,July,0,0
2015-01-25,35,1641207,125.7,1700,8,2015,January,0,0
2018-12-23,30,206949.25,56.61,963,8,2018,December,0,0
2017-08-13,12,197740.89,52.01,734,8,2017,August,0,0
2017-05-21,52,325010,63.64,775,7,2017,May,0,0
2012-03-18,42,881144,77.4,1797,8,2012,March,0,0
2010-08-29,14,581350,88.81,1057,8,2010,August,0,0
2012-04-01,44,672564,82.88,1424,8,2012,April,0,0
2018-01-07,33,453676.51,77.63,854,8,2018,January,0,0
2016-08-28,14,484471,85.28,1228,8,2016,August,0,0
2012-08-19,12,380155,69.61,951,8,2012,August,0,0
2015-04-05,45,710080,95.11,1228,8,2015,April,0,0
2010-04-04,45,794235,86.94,1611,8,2010,April,0,0
2015-04-12,46,712576,99.67,907,8,2015,April,0,0
2012-04-22,47,734105,81.62,1498,8,2012,April,0,0
2017-10-01,19,713274.08,95.18,1044,8,2017,October,0,0
2011-10-02,18,635602,70.67,1519,8,2011,October,0,0
2012-09-09,15,609315,80.36,1080,8,2012,September,1,0
2013-10-27,22,251343,51.59,650,5,2013,October,0,0
2012-01-08,32,442832,96.18,583,8,2012,January,1,0
2017-12-24,31,77787.15,34.68,1228,8,2017,December,1,0
2017-01-29,36,798740.8,107.49,1026,8,2017,January,0,0
2019-06-30,5,1945641.32,166.65,1435,8,2019,June,1,1
2016-10-02,19,497107.25,82.38,1707,8,2016,October,0,0
2013-12-08,28,1955923,154.93,1700,8,2013,December,0,0
2016-03-27,44,713574.4,88.47,1228,8,2016,March,0,0
2018-10-28,22,598438,87.48,1470,8,2018,October,0,0
2011-03-27,44,746872,65.25,1424,1,2011,March,0,0
2016-07-24,9,521576,81.7,1228,8,2016,July,0,0
2013-11-03,23,1084210,100.73,1432,8,2013,November,0,0
2011-07-10,6,323161,87.15,583,8,2011,July,0,0
2019-10-27,22,1530810.16,138.13,1424,8,2019,October,0,0
2014-07-13,7,596630,81.73,1073,8,2014,July,0,0
2014-10-12,20,2050270,150.71,1700,8,2014,October,0,0
2012-11-11,24,603559,67.2,1797,8,2012,November,0,0
2018-12-23,30,139749.35,34.13,1458,8,2018,December,0,0
2010-12-26,31,438042,84.45,997,8,2010,December,1,0
2017-03-19,43,826063.24,109.97,1044,8,2017,March,0,0
2018-04-22,48,1413891.5,103.25,1727,8,2018,April,0,0
2015-03-29,44,738877,91.75,1228,8,2015,March,0,0
2015-07-19,8,681087,103.95,1007,7,2015,July,0,0
2014-07-27,9,1140517,90.27,1605,8,2014,July,0,0
2013-03-24,43,658957,86.04,1439,8,2013,March,0,0
2019-05-05,49,856396.5,119.98,960,8,2019,May,0,0
2019-03-10,41,1060415.55,148.41,1015,7,2019,March,0,0
2010-03-07,41,358536,74.99,1058,8,2010,March,0,0
2012-10-28,22,424387,111.42,583,7,2012,October,0,0
2012-10-21,21,554173,83.22,1079,8,2012,October,0,0
2016-02-21,39,1851720,136.98,1696,8,2016,February,0,0
2016-05-15,51,1377959.5,104.09,1727,8,2016,May,0,0
2016-10-30,23,693491.05,74.81,1432,8,2016,October,0,0
2018-05-27,53,897279.92,109.67,1039,8,2018,May,0,0
2016-10-30,23,1456974,110.53,1807,8,2016,October,0,0
2014-08-03,10,1645580,188.02,1066,8,2014,August,0,0
2011-07-03,5,981613,114.74,1069,8,2011,July,1,0
2016-07-03,6,628425.55,83.82,1080,8,2016,July,0,0
2016-06-12,3,331268.4,73.39,740,8,2016,June,0,1
2014-08-24,13,1091719,95.33,1432,8,2014,August,0,0
2019-11-17,25,1497521,125.83,1478,8,2019,November,0,0
2016-03-27,44,1011003.5,85.37,1667,8,2016,March,0,0
2012-12-16,29,337545,94.79,1009,8,2012,December,0,0
2019-03-24,43,1027708.6,143.8,1015,7,2019,March,0,0
2015-06-14,3,842633,108.29,1073,8,2015,June,0,1
2019-11-03,23,331728.5,66.71,1016,7,2019,November,0,0
2017-07-16,8,3019947,280.79,1321,8,2017,July,0,0
2013-09-08,15,1507607,134.46,1424,8,2013,September,1,0
2011-05-15,51,689860,87.79,1071,8,2011,May,0,0
2017-07-16,8,1268952.04,148.66,1046,8,2017,July,0,0
2014-08-03,10,1201174,104.03,1432,8,2014,August,0,0
2018-04-22,48,474934.1,92.2,696,8,2018,April,0,0
2015-09-13,16,1561640,145.91,1321,8,2015,September,0,0
2015-09-27,18,1426156,109.01,1807,8,2015,September,0,0
2010-10-17,21,939978,89.83,1470,8,2010,October,0,0
2012-04-22,47,1442773,106.18,1930,8,2012,April,0,0
2018-02-04,37,1129936.5,133.04,1046,8,2018,February,0,0
2016-07-03,6,348282.6,79.28,753,8,2016,July,0,0
2010-11-07,24,267537,65.94,1007,8,2010,November,0,0
2018-04-29,49,838583,115.46,1045,8,2018,April,0,0
2017-10-29,23,1331433.66,156.12,1046,8,2017,October,0,0
2015-08-09,11,2078163,133.7,1727,9,2015,August,0,0
2017-12-24,31,2220606,145.02,1926,8,2017,December,1,0
2018-12-16,29,815700.1,92.67,1523,8,2018,December,0,0
2015-05-17,51,180476,50.26,627,8,2015,May,0,0
2010-12-12,29,982645,84.1,1797,8,2010,December,0,0
2019-06-23,4,1101176.6,111.79,1225,8,2019,June,1,1
2019-01-13,33,1137486.5,132,1047,8,2019,January,0,0
2014-04-06,45,884496,80.66,1605,8,2014,April,0,0
2017-03-19,43,1214997.1,103.28,1523,8,2017,March,0,0
2016-06-19,4,364764.6,77.48,650,8,2016,June,1,1
2016-05-29,1,1082055.62,96.24,1495,8,2016,May,0,0
2018-11-25,26,693227,106.44,1045,8,2018,November,1,0
2011-04-24,48,492585,85.95,1071,8,2011,April,0,0
2017-02-12,38,648786.4,84.18,1605,8,2017,February,0,0
2012-02-26,39,244804,61.11,650,8,2012,February,0,0
2019-09-01,14,645851.05,83.81,1080,8,2019,September,0,0
2018-10-21,21,733818,84.44,1523,8,2018,October,0,0
2016-05-29,1,596632.15,83.7,1080,8,2016,May,0,0
2014-07-27,9,357776,73.74,734,8,2014,July,0,0
2010-04-11,46,168304,64.14,589,8,2010,April,0,0
2010-11-21,26,727178,122.5,804,8,2010,November,1,0
2012-10-07,19,993020,104.39,1195,8,2012,October,0,0
2019-04-07,45,758414,103.52,1168,8,2019,April,0,0
2013-11-03,23,286371,86.6,1166,4,2013,November,0,0
2018-09-09,15,1369013.98,176.9,984,8,2018,September,1,0
2018-05-13,51,2816606,262.3,1321,8,2018,May,0,0
2011-05-01,49,799322,67.73,1487,8,2011,May,0,0
2016-11-06,24,717873.5,97.3,1375,8,2016,November,0,0
2017-07-02,6,2000408,126.16,1807,9,2017,July,0,0
2016-03-13,42,380139.5,89.44,576,8,2016,March,0,0
2015-03-08,41,592549,93.34,1228,8,2015,March,0,0
2012-05-13,50,379385,79.07,990,8,2012,May,0,0
2011-07-17,7,502452,78.32,1080,8,2011,July,0,0
2010-11-07,24,341460,61.11,1002,8,2010,November,0,0
2015-05-10,50,1446131,165.38,1066,8,2015,May,0,0
2011-08-14,11,700644,71.19,1755,8,2011,August,0,0
2018-05-27,53,2406852.5,508.96,948,5,2018,May,0,0
2017-01-15,34,1017871,98.11,1523,8,2017,January,0,0
2010-05-30,1,829089,81.28,1498,8,2010,May,0,0
2017-04-02,45,1262197,145.67,1066,8,2017,April,0,0
2010-08-01,10,1227340,116.36,1519,8,2010,August,0,0
2014-07-20,8,499598,74.68,1059,8,2014,July,0,0
2016-01-10,33,1712792,159.23,1321,8,2016,January,0,0
2019-12-29,31,479366.5,84.62,998,8,2019,December,1,0
2015-12-13,29,582966,112.24,740,8,2015,December,0,0
2011-03-27,44,254808,85.71,583,6,2011,March,0,0
2019-12-22,30,1169220.05,124.89,1225,8,2019,December,0,0
2011-09-25,17,509898,75.31,1080,8,2011,September,0,0
2013-04-28,48,439586,71.54,1612,8,2013,April,0,0
2017-05-07,50,624338.3,83.41,1626,8,2017,May,0,0
2012-07-29,9,599544,96.34,975,8,2012,July,0,0
2017-04-23,48,873875.7,114.16,1026,8,2017,April,0,0
2015-11-22,26,949972,129.55,1026,8,2015,November,1,0
2019-10-27,22,471769.5,86.26,793,8,2019,October,0,0
2014-06-15,3,457174,117.95,682,6,2014,June,0,1
2019-12-01,27,772944.78,148.33,765,8,2019,December,1,0
2018-04-08,46,981172,107.24,1422,7,2018,April,0,0
2012-02-12,37,396120,92.55,583,8,2012,February,0,0
2012-02-26,39,825341,80.81,1498,8,2012,February,0,0
2010-11-07,24,486355,73.95,1709,8,2010,November,0,0
2013-11-03,23,223088,64.25,740,8,2013,November,0,0
2017-03-19,43,597287.5,80.39,1626,8,2017,March,0,0
2017-10-15,21,600188,78.67,1168,8,2017,October,0,0
2010-10-10,20,1131195,100.94,1421,8,2010,October,0,0
2017-04-16,47,509168.67,79.53,854,8,2017,April,0,0
2019-10-13,20,490176.1,100.55,651,8,2019,October,0,0
2018-12-09,28,609962.5,91.12,1470,8,2018,December,0,0
2011-12-25,30,977523,85.43,1797,8,2011,December,0,0
2014-06-08,2,764761,96.39,1073,8,2014,June,0,1
2019-08-18,12,2966602,275.89,1321,8,2019,August,0,0
2019-02-24,39,581514.66,86.25,1080,8,2019,February,0,0
2010-09-26,18,691135,73.74,1615,8,2010,September,0,0
2017-06-18,4,774941.2,117.45,1026,8,2017,June,1,1
2011-01-09,33,938010,89.39,1519,8,2011,January,0,0
2015-07-05,6,1039197,90.71,1432,8,2015,July,0,0
2017-09-17,17,1791715,132.83,1696,8,2017,September,0,0
2017-10-15,21,669749.94,83.52,1475,8,2017,October,0,0
2016-05-15,51,864098,93.15,1679,8,2016,May,0,0
2018-08-12,11,2412158,177.74,1696,8,2018,August,0,0
2019-10-27,22,173120,51.4,1073,8,2019,October,0,0
2012-03-04,40,1396438,107.38,1677,8,2012,March,0,0
2012-03-04,40,621644,73.83,1605,8,2012,March,0,0
2016-05-22,52,578947.73,80.06,1080,8,2016,May,0,0
2014-01-05,32,439311,112.04,583,8,2014,January,1,0
2017-11-26,27,893883.12,119.86,1026,8,2017,November,1,0
2017-04-30,49,578894.4,97.69,740,8,2017,April,0,0
2018-02-04,37,660652.65,84.21,1424,8,2018,February,0,0
2018-10-14,20,219034.5,69.67,963,8,2018,October,0,0
2011-06-19,3,261623,68.85,907,6,2011,June,0,1
2011-04-03,45,459237,65.91,1356,4,2011,April,0,0
2012-06-17,3,213004,50.99,728,8,2012,June,0,1
2013-09-01,14,1745146,199.4,1066,8,2013,September,0,0
2018-08-05,10,675659.5,76.3,1428,8,2018,August,0,0
2012-07-01,5,241146,71.58,990,8,2012,July,1,0
2016-01-17,34,692062,97.67,977,8,2016,January,0,0
2011-01-23,35,993169,107.61,1677,8,2011,January,0,0
2018-12-30,31,1367012.84,166.69,1015,8,2018,December,1,0
2010-06-13,3,117408,30.55,650,8,2010,June,0,1
2012-07-29,9,924710,99.76,1228,8,2012,July,0,0
2010-09-05,15,900642,91.78,1470,8,2010,September,1,0
2016-03-27,44,1414631,161.65,1066,8,2016,March,0,0
2019-08-04,10,879404.61,103.41,1046,8,2019,August,0,0
2010-07-11,7,665738,73.95,1697,8,2010,July,0,0
2016-01-31,36,838361.88,92.54,1424,8,2016,January,0,0
2013-06-02,1,1343042,139.74,1182,8,2013,June,0,1
2019-11-10,24,943764.8,94.17,1602,8,2019,November,0,0
2012-02-19,38,305705,62.3,1009,4,2012,February,0,0
2010-11-21,26,918316,103.34,1519,8,2010,November,1,0
2019-05-12,50,1031512,120.24,1047,8,2019,May,0,0
2010-05-02,49,234196,37.63,1178,7,2010,May,0,0
2013-03-31,44,1044362,121.38,1059,8,2013,March,0,0
2010-12-05,28,1566919,114.62,1809,8,2010,December,0,0
2013-07-14,7,737291,94.57,1059,8,2013,July,0,0
2017-11-12,25,929511.2,110.2,1143,8,2017,November,0,0
2016-05-08,50,387184.22,65.13,1198,8,2016,May,0,0
2019-08-04,10,3066826,285.07,1321,8,2019,August,0,0
2019-12-15,29,1169837.7,90.36,1684,8,2019,December,0,0
2013-04-28,48,429850,99.71,583,8,2013,April,0,0
2018-03-25,44,1442795.5,109.75,1680,5,2018,March,0,0
2013-09-01,14,385586,55.62,1683,8,2013,September,0,0
2010-10-31,23,428321,72.38,1080,8,2010,October,0,0
2014-12-14,29,719973,90.34,1409,8,2014,December,0,0
2014-04-20,47,950480,100.35,1166,8,2014,April,0,0
2019-01-27,35,811776.7,77.94,1738,8,2019,January,0,0
2012-04-15,46,836258,88.57,1424,8,2012,April,0,0
2010-04-11,46,291468,35.37,1142,1,2010,April,0,0
2012-01-15,33,1331505,119.9,1424,8,2012,January,0,0
2018-04-22,48,1053116.86,98.98,1446,8,2018,April,0,0
2015-09-06,15,814978,88.28,1605,8,2015,September,1,0
2011-08-21,12,801197,82.88,1498,8,2011,August,0,0
2010-11-14,25,500948,83.38,1214,8,2010,November,0,0
2011-07-31,9,1855567,138.25,1677,8,2011,July,0,0
2013-11-03,23,779078,106.96,990,8,2013,November,0,0
2015-11-15,25,497751,80.5,907,8,2015,November,0,0
2015-05-10,50,682260,99.76,1018,8,2015,May,0,0
2018-01-21,35,1608291.6,186.32,1045,8,2018,January,0,0
2015-04-26,48,1049011,139.2,1026,8,2015,April,0,0
2011-08-21,12,822570,101.65,1026,8,2011,August,0,0
2018-09-23,17,685362,98.08,1470,8,2018,September,0,0
2011-04-17,47,597004,81.11,1080,8,2011,April,0,0
2019-10-13,20,1154890.55,144.43,984,8,2019,October,0,0
2019-10-13,20,962345.6,94.95,1602,8,2019,October,0,0
2019-02-10,37,545061.3,69.1,1143,8,2019,February,0,0
2010-03-14,42,760371,66.44,1797,8,2010,March,0,0
2018-06-24,4,958524.6,89.1,1446,8,2018,June,1,1
2016-08-14,12,876823.6,84.79,1432,8,2016,August,0,0
2013-02-03,36,673937,92.5,951,8,2013,February,0,0
2015-01-04,32,907253,114.89,990,8,2015,January,1,0
2018-12-02,27,904020,91.44,1638,8,2018,December,1,0
2019-10-06,19,411667.96,95.01,651,8,2019,October,0,0
